,TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,TransactionDate,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,IsFraud,Income,Expenditure,GiftsTransaction,TransactionAmount,Cleaned_TransactionTime,Transaction_Time_of_Day
6733,12905,2749,38,Male,Professional,High School,Married,0,2023-10-17,M008,Purchase,Hobart,Mobile,-37.0201,144.9646,0,108,0,63626.41,24050.1,7478.77,480.75,2024-09-14 07:13:44,Morning
6734,2093,1618,36,Male,Student,High School,Single,0,2023-02-20,M005,Purchase,Sydney,Mobile,-31.840233,145.612793,0,41,0,90984.37,57416.8,8492.17,588.59,2024-09-14 17:46:59,Afternoon
6735,11336,2128,31,Male,Student,Bachelor,Divorced,2,2023-11-03,M002,Payment,Canberra,Mobile,-31.840233,145.612793,0,76,0,31991.79,23654.39,2237.97,20.86,2024-09-14 23:59:59,Night
6736,11683,979,30,Male,Professional,High School,Married,0,2023-07-27,M007,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,0,69,1,53207.18,20989.3,4026.33,105.76,2024-09-14 04:09:23,Night
6737,7817,4526,19,Male,Student,Bachelor,Married,4,2023-07-23,M007,Purchase,Hobart,Tablet,-19.491411,132.550964,1,8,1,156507.39,89727.84,60126.33,147.63,2024-09-14 05:25:58,Night
6738,1920,4464,41,Male,Professional,Bachelor,Single,0,2023-07-21,M001,Purchase,Brisbane,Mobile,-25.042261,117.793221,1,46,0,68667.6,36310.24,2939.29,287.76,2024-09-14 23:03:31,Evening
6739,82,2393,33,Male,Student,PhD,Married,3,2023-05-21,M004,Purchase,Perth,Desktop,-20.917574,142.702789,0,107,0,125722.27,42837.17,11039.74,508.33,2024-09-14 08:28:12,Morning
6740,7331,440,22,Male,Professional,Bachelor,Married,1,2023-08-15,M006,Payment,Sydney,Desktop,-37.0201,144.9646,1,7,0,39971.4,29370.85,3817.43,2623.17,2024-09-14 20:02:39,Evening
6741,7304,2716,35,Female,Student,High School,Married,3,2023-02-07,M002,Withdrawal,Sydney,Desktop,-20.917574,142.702789,1,83,1,99448.41,48915.46,1046.27,66.53,2024-09-14 03:17:22,Night
6742,816,1145,43,Female,Professional,Bachelor,Widowed,1,2023-06-18,M007,Transfer,Canberra,Desktop,-20.917574,142.702789,0,28,0,183749.38,144467.1,4871.62,84.11,2024-09-14 22:25:16,Evening
6743,13318,1803,60,Male,Retired,High School,Married,3,2023-12-24,M002,Payment,Sydney,Desktop,-31.840233,145.612793,1,30,1,95786.53,55417.62,23495.85,73.0,2024-09-14 03:12:57,Night
6744,15919,4132,29,Male,Student,Bachelor,Married,2,2023-11-08,M006,Withdrawal,Sydney,Desktop,-37.0201,144.9646,0,77,1,107608.34,65726.9,16321.9,146.46,2024-09-14 23:02:48,Evening
6745,4396,1498,33,Female,Student,Bachelor,Married,3,2023-06-05,M008,Transfer,Perth,Mobile,-37.0201,144.9646,0,2,0,72648.19,26983.27,7686.83,180.13,2024-09-14 20:33:30,Evening
6746,15285,4053,28,Male,Professional,Bachelor,Married,2,2023-12-03,M006,Transfer,Darwin,Desktop,-37.0201,144.9646,1,7,0,61802.42,26043.91,1950.16,287.15,2024-09-14 19:25:29,Evening
6747,16824,530,46,Male,Unemployed,High School,Married,0,2023-05-15,M006,Purchase,Darwin,Mobile,5.97431,-75.36195,0,24,0,146494.0,73130.49,3112.72,798.43,2024-09-14 18:40:59,Evening
6748,8475,742,46,Male,Unemployed,Master,Single,4,2023-07-07,M006,Transfer,Melbourne,Mobile,-20.917574,142.702789,1,47,0,61633.92,19799.71,3507.38,101.5,2024-09-14 13:18:59,Afternoon
6749,6124,4186,26,Female,Unemployed,Master,Married,2,2023-10-15,M005,Withdrawal,Adelaide,Tablet,-31.840233,145.612793,0,101,1,43196.57,29537.39,3043.57,293.7,2024-09-14 15:59:49,Afternoon
6750,4120,3855,37,Female,Unemployed,Master,Married,3,2023-12-27,M006,Purchase,Perth,Mobile,-35.473469,149.012375,1,83,0,52705.01,24864.99,4691.71,197.41,2024-09-14 19:49:00,Evening
6751,16361,877,39,Male,Professional,High School,Single,4,2023-11-28,M003,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,0,19,0,61284.85,37369.97,2380.92,16.31,2024-09-14 19:02:20,Evening
6752,8801,2607,32,Female,Professional,Master,Widowed,3,2023-11-21,M001,Withdrawal,Canberra,Desktop,-20.917574,142.702789,0,31,1,132360.92,43937.26,8812.71,490.61,2024-09-14 11:17:00,Morning
6753,11107,914,18,Female,Professional,Bachelor,Married,1,2023-10-18,M004,Purchase,Hobart,Mobile,-20.917574,142.702789,0,70,0,101803.09,67969.68,7448.63,108.88,2024-09-14 10:27:14,Morning
6754,1813,2617,30,Male,Student,High School,Single,2,2023-01-17,M006,Purchase,Adelaide,Mobile,-37.0201,144.9646,0,49,0,66877.12,49218.36,6744.14,172.93,2024-09-14 23:15:07,Evening
6755,1271,3654,22,Male,Retired,Bachelor,Single,2,2023-07-05,M007,Payment,Sydney,Desktop,-31.840233,145.612793,0,42,0,68429.83,49173.92,2356.57,13.62,2024-09-14 21:26:51,Evening
6756,14311,4632,48,Male,Retired,High School,Single,4,2023-06-29,M008,Purchase,Canberra,Mobile,-41.640079,146.315918,1,69,0,28837.06,19483.56,54.96,387.08,2024-09-14 19:20:04,Evening
6757,8751,3624,38,Male,Professional,Bachelor,Single,4,2023-03-14,M001,Transfer,Brisbane,Desktop,-20.917574,142.702789,0,9,0,134449.36,43085.52,3100.94,362.07,2024-09-14 22:04:51,Evening
6758,2994,3496,38,Male,Retired,Bachelor,Single,1,2023-08-29,M004,Transfer,Darwin,Mobile,-37.0201,144.9646,0,71,0,30798.9,16818.45,5811.5,12.49,2024-09-14 06:52:45,Morning
6759,15658,1543,30,Male,Professional,High School,Single,1,2023-12-28,M005,Transfer,Perth,Mobile,-20.917574,142.702789,1,9,0,36463.04,18022.8,3452.01,35.59,2024-09-14 22:47:48,Evening
6760,15617,2026,39,Male,Retired,High School,Married,2,2023-11-17,M007,Transfer,Adelaide,Mobile,-37.0201,144.9646,0,45,1,72603.51,48424.34,10974.75,27.23,2024-09-14 05:48:40,Night
6761,6409,586,48,Female,Professional,Bachelor,Married,2,2023-12-30,M006,Withdrawal,Hobart,Mobile,-20.917574,142.702789,1,3,1,28303.32,17045.79,68.54,1242.04,2024-09-14 06:39:39,Morning
6762,16310,2649,18,Female,Retired,High School,Married,3,2023-10-20,M003,Purchase,Canberra,Mobile,-31.840233,145.612793,0,61,0,34044.29,12431.85,5781.1,63.61,2024-09-14 19:06:40,Evening
6763,2642,176,26,Female,Professional,High School,Single,0,2023-07-21,M003,Purchase,Melbourne,Desktop,-35.473469,149.012375,1,109,0,35342.66,16997.57,3067.71,2520.1,2024-09-14 10:43:55,Morning
6764,9280,4380,36,Male,Retired,Master,Single,1,2023-12-26,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,0,84,0,80381.28,52372.83,3194.88,165.78,2024-09-14 09:52:20,Morning
6765,14255,698,35,Male,Student,High School,Widowed,4,2023-05-01,M007,Purchase,Adelaide,Desktop,-31.840233,145.612793,0,107,1,55141.54,43092.51,10993.95,12.99,2024-09-14 01:52:52,Night
6766,12700,4300,31,Female,Professional,High School,Divorced,1,2023-12-06,M006,Purchase,Adelaide,Desktop,-20.917574,142.702789,1,116,1,57224.87,22291.56,7381.71,758.62,2024-09-14 05:01:01,Night
6767,2305,919,42,Male,Professional,Master,Married,2,2023-11-23,M004,Purchase,Canberra,Mobile,-25.042261,117.793221,0,16,1,50000.34,16791.58,832.98,462.85,2024-09-14 05:01:43,Night
6768,14983,4743,36,Male,Professional,Bachelor,Married,1,2023-12-02,M002,Payment,Brisbane,Mobile,-31.840233,145.612793,0,21,0,55571.71,42626.77,4842.34,828.7,2024-09-14 20:50:46,Evening
6769,16788,2445,36,Female,Student,High School,Single,2,2023-08-28,M006,Purchase,Hobart,Mobile,-20.917574,142.702789,0,89,0,62446.05,46955.03,3829.24,102.64,2024-09-14 14:33:44,Afternoon
6770,4195,4305,28,Male,Professional,Master,Single,3,2023-11-25,M008,Purchase,Sydney,Mobile,-37.0201,144.9646,0,12,0,38964.98,11696.78,2453.16,83.38,2024-09-14 14:51:17,Afternoon
6771,13754,3158,31,Male,Student,PhD,Single,2,2023-01-27,M002,Transfer,Hobart,Mobile,-31.840233,145.612793,0,119,0,90773.33,36983.79,1146.38,130.63,2024-09-14 06:21:36,Morning
6772,13032,2992,34,Male,Unemployed,Bachelor,Married,3,2023-10-28,M007,Withdrawal,Hobart,Mobile,-19.491411,132.550964,0,43,1,57607.2,19563.79,3822.67,168.56,2024-09-14 00:39:24,Night
6773,12847,3784,37,Female,Professional,High School,Married,4,2023-12-04,M008,Transfer,Canberra,Desktop,-31.840233,145.612793,0,72,0,105640.98,47252.17,7427.67,325.79,2024-09-14 14:38:18,Afternoon
6774,16759,4950,46,Male,Professional,High School,Widowed,0,2023-09-17,M001,Withdrawal,Adelaide,Mobile,-37.0201,144.9646,0,86,1,67342.62,28811.91,7784.57,150.23,2024-09-14 10:27:41,Morning
6775,12768,4543,47,Male,Student,Bachelor,Married,0,2023-02-21,M003,Transfer,Hobart,Mobile,-41.640079,146.315918,1,112,1,114754.4,37277.29,3814.41,54.95,2024-09-14 05:31:31,Night
6776,12360,4239,44,Male,Professional,Bachelor,Married,4,2023-09-19,M003,Withdrawal,Adelaide,Tablet,-25.042261,117.793221,1,79,1,75756.74,50358.64,3882.17,20.3,2024-09-14 01:24:09,Night
6777,3849,2817,27,Female,Professional,Bachelor,Married,4,2023-04-05,M002,Transfer,Adelaide,Mobile,-20.917574,142.702789,0,35,1,57053.16,31755.58,2137.71,451.04,2024-09-14 03:35:03,Night
6778,18147,1760,27,Female,Student,Master,Divorced,0,2023-04-01,M007,Purchase,Sydney,Tablet,-20.917574,142.702789,0,82,0,45748.23,34787.6,947.19,101.8,2024-09-14 14:31:57,Afternoon
6779,16799,2540,33,Male,Professional,Master,Single,2,2023-06-23,M008,Withdrawal,Adelaide,Tablet,-31.840233,145.612793,0,43,1,37340.77,23453.93,4870.37,41.86,2024-09-14 02:34:18,Night
6780,13445,2151,34,Male,Student,Bachelor,Married,0,2023-11-13,M008,Withdrawal,Hobart,Mobile,-31.840233,145.612793,0,73,1,54450.33,22780.7,3035.3,88.45,2024-09-14 12:21:12,Afternoon
6781,17907,2857,18,Male,Student,Bachelor,Single,3,2023-09-12,M007,Purchase,Darwin,Desktop,-31.840233,145.612793,1,29,0,27769.98,15380.63,1103.5,98.41,2024-09-14 20:53:36,Evening
6782,13725,2197,56,Female,Professional,High School,Divorced,4,2023-12-06,M003,Payment,Perth,Desktop,-35.473469,149.012375,1,3,0,36454.61,20071.96,5769.81,25.58,2024-09-14 23:59:59,Night
6783,10606,4702,22,Male,Professional,Bachelor,Single,1,2023-11-29,M006,Purchase,Brisbane,Mobile,-31.840233,145.612793,0,22,0,19193.12,12224.2,1174.75,68.15,2024-09-14 15:22:21,Afternoon
6784,3554,267,24,Male,Professional,Bachelor,Single,4,2023-12-13,M007,Purchase,Hobart,Desktop,-37.0201,144.9646,0,106,0,41354.41,12571.42,8893.5,93.91,2024-09-14 23:46:54,Evening
6785,12883,4886,20,Female,Professional,High School,Married,4,2023-09-30,M005,Transfer,Sydney,Mobile,-37.0201,144.9646,0,103,1,31746.47,13774.64,2054.39,324.43,2024-09-14 03:22:36,Night
6786,12690,7,33,Male,Professional,Bachelor,Single,4,2023-12-02,M008,Purchase,Hobart,Mobile,-31.840233,145.612793,0,75,1,125115.03,98229.37,7182.56,49.41,2024-09-14 04:17:00,Night
6787,2195,4687,18,Female,Student,High School,Married,1,2023-10-06,M007,Transfer,Perth,Desktop,-37.0201,144.9646,0,47,1,104414.84,33611.16,6272.22,9.8,2024-09-14 01:55:01,Night
6788,13237,439,18,Female,Retired,Master,Married,2,2023-08-14,M005,Payment,Hobart,Desktop,-31.840233,145.612793,0,29,0,118659.26,77205.37,7317.9,23.84,2024-09-14 17:20:28,Afternoon
6789,2600,765,29,Female,Professional,High School,Single,1,2023-10-22,M004,Purchase,Brisbane,Desktop,-35.473469,149.012375,0,75,1,53647.82,35267.94,14856.39,217.22,2024-09-14 00:50:16,Night
6790,6163,2384,30,Male,Unemployed,Bachelor,Married,4,2023-03-06,M002,Purchase,Perth,Desktop,-20.917574,142.702789,1,92,1,43815.45,23827.72,3538.37,331.04,2024-09-14 02:59:44,Night
6791,1518,549,48,Female,Professional,High School,Single,4,2023-09-23,M003,Purchase,Brisbane,Desktop,-37.0201,144.9646,1,54,0,28475.05,11696.83,3985.88,7.99,2024-09-14 06:00:26,Morning
6792,12956,2491,51,Female,Unemployed,High School,Married,3,2023-09-13,M003,Payment,Canberra,Tablet,-37.0201,144.9646,1,107,1,66875.98,48017.86,1122.75,22.45,2024-09-14 02:15:55,Night
6793,12506,248,44,Male,Student,Bachelor,Married,1,2023-03-11,M003,Purchase,Canberra,Mobile,-35.473469,149.012375,1,66,0,109968.89,35953.29,4014.81,112.44,2024-09-14 12:49:21,Afternoon
6794,11558,2329,32,Male,Retired,Master,Single,0,2023-09-29,M003,Purchase,Adelaide,Mobile,-25.042261,117.793221,1,51,0,78707.17,57727.49,4013.3,83.34,2024-09-14 07:25:02,Morning
6795,14474,4662,37,Female,Professional,PhD,Single,4,2023-12-11,M003,Transfer,Perth,Mobile,-37.0201,144.9646,0,40,0,49530.8,35549.35,3856.34,24.25,2024-09-14 21:38:12,Evening
6796,15074,3639,33,Female,Student,Bachelor,Single,1,2023-04-03,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,1,1,0,79630.38,32794.72,1926.64,265.32,2024-09-14 19:02:01,Evening
6797,6309,2643,21,Male,Unemployed,Bachelor,Married,2,2023-09-16,M006,Purchase,Melbourne,Mobile,-31.840233,145.612793,0,29,0,42682.73,24604.01,6658.24,621.73,2024-09-14 02:32:12,Night
6798,10825,4385,21,Female,Professional,Bachelor,Single,3,2023-12-29,M001,Purchase,Sydney,Mobile,-31.840233,145.612793,1,36,1,76718.51,36012.01,7471.66,554.93,2024-09-14 05:52:33,Night
6799,5755,2150,38,Male,Professional,Bachelor,Single,3,2023-07-30,M006,Purchase,Sydney,Mobile,-19.491411,132.550964,0,63,0,47700.4,32713.29,1942.67,303.03,2024-09-14 09:39:36,Morning
6800,5633,238,29,Female,Student,Bachelor,Married,4,2023-07-24,M001,Payment,Darwin,Desktop,-31.840233,145.612793,1,39,0,53755.25,28504.43,4515.86,42.26,2024-09-14 15:54:07,Afternoon
6801,8399,3370,39,Female,Student,Master,Single,2,2023-03-07,M002,Withdrawal,Sydney,Mobile,-37.0201,144.9646,0,21,1,68275.01,45652.11,1243.68,205.13,2024-09-14 18:40:42,Evening
6802,6241,296,31,Female,Unemployed,High School,Single,2,2023-11-03,M006,Purchase,Melbourne,Desktop,-20.917574,142.702789,0,105,0,41319.91,32311.56,5188.32,1212.61,2024-09-14 22:32:36,Evening
6803,13065,282,46,Male,Professional,Bachelor,Divorced,4,2023-01-04,M004,Withdrawal,Hobart,Mobile,-31.840233,145.612793,0,40,1,70027.41,24671.43,17867.71,988.83,2024-09-14 03:09:21,Night
6804,10626,199,31,Female,Retired,Bachelor,Married,2,2023-11-07,M006,Purchase,Sydney,Desktop,-31.840233,145.612793,0,73,0,120275.37,40274.42,3698.99,139.45,2024-09-14 20:16:00,Evening
6805,7162,332,27,Female,Student,Bachelor,Single,2,2023-11-20,M002,Transfer,Hobart,Desktop,-20.917574,142.702789,0,63,1,35919.57,25838.9,138.89,46.77,2024-09-14 00:59:44,Night
6806,11846,3742,41,Female,Professional,Bachelor,Married,2,2023-07-23,M007,Transfer,Darwin,Tablet,-25.042261,117.793221,1,32,1,17598.93,8101.67,1185.43,122.03,2024-09-14 05:36:40,Night
6807,15276,4243,41,Female,Student,High School,Married,4,2023-12-22,M006,Purchase,Melbourne,Mobile,-30.000233,136.209152,0,90,0,49942.62,34740.58,5294.18,101.3,2024-09-14 19:25:34,Evening
6808,15495,4872,39,Female,Student,Master,Single,1,2023-04-24,M002,Purchase,Adelaide,Desktop,-20.917574,142.702789,0,45,0,114426.41,66427.09,15303.82,62.47,2024-09-14 06:47:30,Morning
6809,15110,294,30,Male,Professional,High School,Single,2,2023-11-01,M002,Purchase,Darwin,Desktop,-25.042261,117.793221,0,69,0,104271.2,49816.92,4314.68,68.61,2024-09-14 21:26:52,Evening
6810,12712,1642,41,Male,Professional,High School,Married,4,2023-12-21,M003,Withdrawal,Hobart,Mobile,-31.840233,145.612793,0,63,1,122281.86,51163.54,14938.92,199.63,2024-09-14 22:19:36,Evening
6811,13779,1598,37,Female,Professional,Master,Single,1,2023-10-13,M008,Purchase,Darwin,Mobile,-37.0201,144.9646,0,30,1,33425.17,23869.4,521.58,19.29,2024-09-14 05:53:08,Night
6812,11737,700,31,Male,Unemployed,High School,Single,2,2023-06-02,M008,Withdrawal,Perth,Desktop,-37.0201,144.9646,0,28,1,89264.71,65875.02,3830.62,20.76,2024-09-14 00:20:30,Night
6813,1988,4494,32,Female,Student,PhD,Single,3,2023-07-24,M008,Purchase,Sydney,Mobile,-20.917574,142.702789,0,83,1,49481.39,31871.33,1277.04,43.21,2024-09-14 00:50:37,Night
6814,12968,1392,34,Male,Unemployed,Master,Single,0,2023-12-29,M005,Purchase,Perth,Mobile,-37.0201,144.9646,0,104,1,62675.04,49081.47,4121.57,9.86,2024-09-14 03:56:39,Night
6815,9533,1248,38,Female,Professional,Master,Married,1,2023-05-18,M008,Purchase,Brisbane,Tablet,-31.840233,145.612793,1,54,0,70927.17,55148.3,10448.51,60.33,2024-09-14 11:12:32,Morning
6816,13723,1006,23,Female,Retired,Master,Single,3,2023-10-14,M004,Purchase,Canberra,Desktop,-20.917574,142.702789,0,90,1,126315.84,55688.45,23001.95,47.94,2024-09-14 04:22:45,Night
6817,13636,229,25,Male,Professional,High School,Married,4,2023-05-31,M008,Payment,Canberra,Desktop,-31.840233,145.612793,0,90,1,61082.79,37302.17,4161.37,111.14,2024-09-14 04:44:07,Night
6818,7737,4304,31,Female,Student,High School,Divorced,4,2023-11-24,M007,Purchase,Brisbane,Mobile,-20.917574,142.702789,1,30,1,60308.97,37239.97,10096.51,80.46,2024-09-14 03:32:47,Night
6819,517,1447,39,Female,Unemployed,Bachelor,Single,4,2023-01-07,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,0,50,1,120818.26,60451.58,5321.62,421.87,2024-09-14 01:35:56,Night
6820,10561,1022,38,Male,Professional,High School,Single,1,2023-04-12,M001,Withdrawal,Melbourne,Desktop,-37.0201,144.9646,0,107,0,40771.15,21877.15,2268.72,45.83,2024-09-14 20:01:21,Evening
6821,6160,4240,34,Female,Professional,High School,Married,1,2023-09-23,M005,Purchase,Canberra,Desktop,-37.0201,144.9646,0,103,1,32666.18,14372.62,7263.13,992.76,2024-09-14 02:06:34,Night
6822,15394,595,48,Male,Professional,High School,Married,3,2023-12-30,M007,Withdrawal,Brisbane,Mobile,-20.917574,142.702789,1,64,1,43234.7,30630.02,672.91,245.96,2024-09-14 09:38:30,Morning
6823,17465,477,47,Male,Unemployed,Master,Single,4,2023-11-14,M001,Purchase,Melbourne,Mobile,-37.0201,144.9646,0,104,0,45828.04,31100.53,4128.57,150.03,2024-09-14 16:56:25,Afternoon
6824,16464,4145,18,Male,Professional,Bachelor,Married,3,2023-11-06,M007,Transfer,Perth,Desktop,-20.917574,142.702789,1,102,0,44506.03,23334.01,3407.35,33.47,2024-09-14 10:18:57,Morning
6825,14880,3852,46,Male,Student,High School,Married,2,2023-10-19,M007,Purchase,Adelaide,Mobile,-31.840233,145.612793,0,15,1,49119.12,20443.98,6367.48,3.23,2024-09-14 00:00:00,Night
6826,9607,4597,30,Male,Retired,High School,Single,4,2023-10-15,M008,Withdrawal,Canberra,Mobile,-31.840233,145.612793,1,87,1,49227.19,15822.5,3066.13,227.38,2024-09-14 14:31:14,Afternoon
6827,12856,4001,33,Female,Professional,Master,Single,0,2023-02-21,M006,Payment,Adelaide,Mobile,-20.917574,142.702789,0,31,0,35332.37,16942.4,5640.37,127.24,2024-09-14 17:10:36,Afternoon
6828,4456,4995,31,Female,Retired,High School,Single,0,2023-04-10,M005,Transfer,Darwin,Mobile,-37.0201,144.9646,0,37,1,73299.5,52391.24,4896.69,173.26,2024-09-14 01:15:46,Night
6829,2761,16,38,Female,Unemployed,Master,Married,0,2023-11-03,M001,Transfer,Hobart,Mobile,-35.473469,149.012375,0,102,1,46999.47,34339.15,1080.69,477.06,2024-09-14 03:48:18,Night
6830,6481,4665,26,Male,Professional,Bachelor,Married,4,2023-06-14,M004,Transfer,Hobart,Mobile,-20.917574,142.702789,1,80,0,66866.66,49143.08,6399.52,64.43,2024-09-14 12:31:57,Afternoon
6831,5911,1252,36,Male,Unemployed,Bachelor,Divorced,0,2023-10-13,M001,Purchase,Sydney,Desktop,-20.917574,142.702789,0,23,0,88479.65,32514.45,4067.43,100.36,2024-09-14 08:02:59,Morning
6832,17409,4537,40,Male,Professional,Bachelor,Married,1,2023-05-07,M003,Purchase,Sydney,Tablet,-37.0201,144.9646,0,34,0,65730.82,43581.01,10379.65,64.46,2024-09-14 14:28:01,Afternoon
6833,6547,490,35,Male,Student,Bachelor,Divorced,0,2023-12-03,M007,Transfer,Melbourne,Mobile,-31.840233,145.612793,0,71,0,40119.44,16908.06,400.15,84.47,2024-09-14 14:42:43,Afternoon
6834,4855,3163,27,Female,Professional,Master,Married,2,2023-10-25,M005,Purchase,Sydney,Mobile,-20.917574,142.702789,1,116,0,65608.82,45989.34,3526.45,64.53,2024-09-14 08:02:39,Morning
6835,7644,411,47,Male,Professional,High School,Married,2,2023-09-11,M001,Payment,Darwin,Mobile,-20.917574,142.702789,0,50,1,39076.97,25070.24,10248.74,19.85,2024-09-14 03:15:40,Night
6836,17251,80,49,Male,Professional,Bachelor,Single,1,2023-09-07,M007,Purchase,Adelaide,Mobile,-30.000233,136.209152,0,51,1,41909.17,33410.95,14025.31,174.85,2024-09-14 04:18:12,Night
6837,8319,307,31,Male,Professional,High School,Married,3,2023-09-20,M008,Purchase,Adelaide,Mobile,-20.917574,142.702789,0,71,1,25062.03,13213.16,1638.8,42.32,2024-09-14 04:00:05,Night
6838,11666,882,46,Male,Professional,High School,Divorced,2,2023-08-16,M007,Transfer,Adelaide,Desktop,-31.840233,145.612793,0,118,0,55921.78,24114.23,5026.73,119.4,2024-09-14 18:24:02,Evening
6839,6358,4106,47,Male,Retired,Bachelor,Married,1,2023-11-25,M007,Purchase,Sydney,Mobile,-37.0201,144.9646,0,100,0,44764.64,18314.59,1345.25,638.06,2024-09-14 20:21:32,Evening
6840,9741,3986,39,Female,Professional,High School,Married,0,2023-03-21,M004,Withdrawal,Adelaide,Mobile,-30.000233,136.209152,0,93,1,75884.73,29417.97,11609.94,29.19,2024-09-14 17:17:23,Afternoon
6841,12502,4372,48,Male,Student,High School,Single,0,2023-10-20,M001,Purchase,Melbourne,Tablet,-35.473469,149.012375,0,94,0,51253.97,25582.23,5923.75,144.65,2024-09-14 06:35:11,Morning
6842,2438,2230,22,Female,Professional,Bachelor,Married,2,2023-09-13,M003,Payment,Hobart,Mobile,-20.917574,142.702789,0,38,0,26310.21,16494.07,1800.34,161.33,2024-09-14 06:29:46,Morning
6843,3765,3225,19,Female,Student,Bachelor,Single,4,2023-09-15,M002,Transfer,Brisbane,Mobile,-20.917574,142.702789,0,55,0,114455.03,43220.67,8904.65,365.14,2024-09-14 11:28:35,Morning
6844,15407,4031,38,Male,Student,High School,Single,4,2023-08-20,M005,Withdrawal,Perth,Mobile,-19.491411,132.550964,0,75,1,104344.82,79320.09,10580.67,232.51,2024-09-14 18:00:14,Evening
6845,13452,1964,43,Male,Unemployed,PhD,Married,0,2023-07-05,M001,Transfer,Brisbane,Desktop,-31.840233,145.612793,0,64,1,53094.75,37888.37,1631.72,54.92,2024-09-14 05:10:40,Night
6846,6432,412,38,Male,Professional,High School,Single,2,2023-12-06,M001,Purchase,Darwin,Desktop,-37.0201,144.9646,0,45,0,69977.9,53765.94,13794.52,194.18,2024-09-14 18:39:59,Evening
6847,8643,2274,32,Male,Unemployed,Bachelor,Single,0,2023-05-06,M002,Purchase,Perth,Desktop,-37.0201,144.9646,0,90,0,85413.95,27353.37,4254.0,415.8,2024-09-14 14:31:31,Afternoon
6848,7846,3243,22,Male,Student,High School,Single,4,2023-10-18,M007,Purchase,Melbourne,Mobile,-37.0201,144.9646,0,117,0,78399.65,35392.12,5025.24,65.41,2024-09-14 10:53:33,Morning
6849,16754,1977,30,Male,Professional,High School,Married,3,2023-09-03,M002,Transfer,Darwin,Desktop,-31.840233,145.612793,0,37,1,65214.51,36166.69,16301.74,5.19,2024-09-14 00:21:01,Night
6850,12253,2947,39,Male,Student,PhD,Married,1,2023-09-13,M004,Purchase,Adelaide,Desktop,-31.840233,145.612793,0,47,0,116695.19,76647.31,9810.05,97.98,2024-09-14 07:56:14,Morning
6851,9665,2256,40,Male,Student,High School,Married,0,2023-11-19,M001,Transfer,Melbourne,Mobile,-37.0201,144.9646,1,94,0,84798.1,33905.18,1325.7,308.03,2024-09-14 15:54:09,Afternoon
6852,8058,2964,24,Female,Professional,Bachelor,Single,4,2023-11-20,M004,Purchase,Hobart,Mobile,-20.917574,142.702789,0,31,0,70813.66,40514.13,5261.4,27.42,2024-09-14 12:44:02,Afternoon
6853,6340,394,28,Male,Professional,High School,Single,0,2023-12-19,M005,Transfer,Darwin,Desktop,-31.840233,145.612793,1,19,0,42459.97,32339.99,2658.33,95.17,2024-09-14 09:38:22,Morning
6854,4821,2184,40,Male,Professional,Bachelor,Married,0,2023-05-05,M008,Payment,Darwin,Desktop,-37.0201,144.9646,1,24,0,83622.13,55926.34,11774.68,121.15,2024-09-14 16:44:33,Afternoon
6855,18,4679,22,Male,Unemployed,High School,Widowed,4,2023-07-22,M004,Payment,Brisbane,Mobile,-20.917574,142.702789,0,65,0,56185.17,40287.08,164.01,12.09,2024-09-14 22:20:50,Evening
6856,3560,3629,46,Male,Professional,PhD,Single,0,2023-07-04,M008,Withdrawal,Hobart,Mobile,-20.917574,142.702789,0,30,1,47572.83,36105.71,2494.41,76.26,2024-09-14 03:47:43,Night
6857,3951,1146,44,Male,Student,PhD,Widowed,2,2023-09-25,M006,Withdrawal,Canberra,Desktop,-20.917574,142.702789,0,23,1,36339.47,27714.75,3999.16,484.72,2024-09-14 21:53:30,Evening
6858,49,1249,25,Male,Student,High School,Widowed,2,2023-02-16,M001,Withdrawal,Brisbane,Mobile,-31.840233,145.612793,0,15,1,109101.92,43238.21,10868.83,2.21,2024-09-14 17:37:30,Afternoon
6859,16911,1710,41,Male,Professional,High School,Married,3,2023-04-02,M006,Withdrawal,Sydney,Mobile,-37.0201,144.9646,0,10,1,105698.12,64120.26,2403.36,768.42,2024-09-14 07:31:17,Morning
6860,3104,1888,33,Male,Professional,Bachelor,Single,2,2023-06-15,M001,Transfer,Brisbane,Mobile,-35.473469,149.012375,0,37,0,109586.07,81652.52,7234.14,29.37,2024-09-14 20:06:48,Evening
6861,887,4516,42,Male,Professional,Master,Married,3,2023-11-11,M008,Purchase,Canberra,Mobile,-31.840233,145.612793,0,119,0,70362.06,28067.7,19.6,1180.32,2024-09-14 21:20:26,Evening
6862,6261,4072,42,Male,Professional,High School,Married,4,2023-12-16,M007,Purchase,Melbourne,Desktop,-31.840233,145.612793,1,38,0,94595.56,52984.37,1246.05,73.69,2024-09-14 07:48:46,Morning
6863,7236,4004,31,Male,Professional,Bachelor,Married,2,2023-05-07,M007,Transfer,Perth,Tablet,-31.840233,145.612793,1,62,1,118837.87,35695.35,23068.53,130.14,2024-09-14 05:22:21,Night
